Indicator,Country,ADM1_CODE,Province,Land_Type,Date,Data,Year,Month,Dekad,Unit,Source
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2001-11-11,0.0, 2001,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2001-11-21,0.0, 2001,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2001-12-01,0.0, 2001,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2001-12-11,0.0, 2001,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2001-12-21,0.0, 2001,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-01-01,0.0, 2002,01,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-01-11,0.0, 2002,01,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-01-21,0.0, 2002,01,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-02-01,0.0, 2002,02,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-02-11,0.0, 2002,02,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-02-21,16.667, 2002,02,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-03-01,23.256, 2002,03,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-03-11,22.727, 2002,03,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-03-21,11.364, 2002,03,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-04-01,2.222, 2002,04,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-04-11,0.0, 2002,04,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-04-21,0.0, 2002,04,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-05-01,0.0, 2002,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-05-11,6.667, 2002,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-05-21,6.299, 2002,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-06-01,7.303, 2002,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-06-11,4.769, 2002,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-06-21,15.267, 2002,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-07-01,34.65, 2002,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-07-11,55.532, 2002,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-07-21,56.518, 2002,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-08-01,54.025, 2002,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-08-11,51.575, 2002,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-08-21,47.213, 2002,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-09-01,34.526, 2002,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-09-11,17.551, 2002,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-09-21,7.889, 2002,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-10-01,5.349, 2002,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-10-11,1.62, 2002,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-10-21,5.294, 2002,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-11-01,6.329, 2002,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-11-11,3.478, 2002,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-11-21,5.155, 2002,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-12-01,2.532, 2002,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-12-11,1.754, 2002,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2002-12-21,0.0, 2002,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-01-01,0.0, 2003,01,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-01-11,0.0, 2003,01,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-01-21,0.0, 2003,01,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-02-01,0.0, 2003,02,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-02-11,0.0, 2003,02,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-02-21,0.0, 2003,02,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-03-01,0.0, 2003,03,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-03-11,0.0, 2003,03,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-03-21,0.0, 2003,03,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-04-01,0.0, 2003,04,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-04-11,0.0, 2003,04,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-04-21,0.0, 2003,04,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-05-01,0.0, 2003,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-05-11,0.0, 2003,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-05-21,0.0, 2003,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-06-01,0.0, 2003,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-06-11,0.0, 2003,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-06-21,0.01, 2003,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-07-01,0.449, 2003,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-07-11,2.621, 2003,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-07-21,6.783, 2003,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-08-01,7.618, 2003,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-08-11,5.628, 2003,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-08-21,1.418, 2003,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-09-01,0.576, 2003,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-09-11,0.526, 2003,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-09-21,0.576, 2003,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-10-01,0.608, 2003,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-10-11,0.705, 2003,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-10-21,2.353, 2003,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-11-01,0.0, 2003,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-11-11,0.0, 2003,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-11-21,0.0, 2003,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-12-01,0.0, 2003,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-12-11,0.0, 2003,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2003-12-21,0.0, 2003,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-01-01,0.0, 2004,01,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-01-11,0.0, 2004,01,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-01-21,0.0, 2004,01,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-02-01,0.0, 2004,02,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-02-11,0.0, 2004,02,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-02-21,0.0, 2004,02,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-03-01,2.326, 2004,03,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-03-11,0.0, 2004,03,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-03-21,0.0, 2004,03,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-04-01,0.0, 2004,04,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-04-11,0.0, 2004,04,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-04-21,0.0, 2004,04,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-05-01,0.0, 2004,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-05-11,0.0, 2004,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-05-21,0.0, 2004,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-06-01,0.211, 2004,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-06-11,0.02, 2004,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-06-21,0.367, 2004,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-07-01,4.256, 2004,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-07-11,14.138, 2004,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-07-21,21.809, 2004,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-08-01,16.21, 2004,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-08-11,7.778, 2004,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-08-21,2.919, 2004,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-09-01,1.805, 2004,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-09-11,1.64, 2004,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-09-21,1.567, 2004,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-10-01,0.942, 2004,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-10-11,0.286, 2004,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-10-21,3.529, 2004,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-11-01,10.127, 2004,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-11-11,14.783, 2004,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-11-21,15.464, 2004,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-12-01,17.722, 2004,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-12-11,17.544, 2004,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2004-12-21,14.286, 2004,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-01-01,0.0, 2005,01,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-01-11,0.0, 2005,01,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-01-21,0.0, 2005,01,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-02-01,0.0, 2005,02,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-02-11,50.0, 2005,02,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-02-21,77.778, 2005,02,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-03-01,67.442, 2005,03,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-03-11,22.727, 2005,03,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-03-21,9.091, 2005,03,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-04-01,2.222, 2005,04,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-04-11,0.0, 2005,04,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-04-21,0.0, 2005,04,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-05-01,0.0, 2005,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-05-11,0.0, 2005,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-05-21,0.0, 2005,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-06-01,0.0, 2005,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-06-11,0.0, 2005,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-06-21,0.01, 2005,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-07-01,0.088, 2005,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-07-11,3.166, 2005,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-07-21,8.729, 2005,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-08-01,3.383, 2005,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-08-11,2.125, 2005,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-08-21,2.504, 2005,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-09-01,3.293, 2005,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-09-11,3.647, 2005,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-09-21,3.809, 2005,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-10-01,3.055, 2005,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-10-11,1.877, 2005,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-10-21,0.98, 2005,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-11-01,0.0, 2005,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-11-11,0.0, 2005,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-11-21,0.0, 2005,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-12-01,0.0, 2005,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-12-11,0.0, 2005,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2005-12-21,0.0, 2005,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-01-01,0.0, 2006,01,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-01-11,0.0, 2006,01,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-01-21,0.0, 2006,01,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-02-01,0.0, 2006,02,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-02-11,50.0, 2006,02,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-02-21,61.111, 2006,02,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-03-01,60.465, 2006,03,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-03-11,27.273, 2006,03,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-03-21,9.091, 2006,03,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-04-01,0.0, 2006,04,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-04-11,0.0, 2006,04,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-04-21,0.0, 2006,04,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-05-01,0.0, 2006,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-05-11,0.0, 2006,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-05-21,1.312, 2006,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-06-01,17.135, 2006,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-06-11,42.571, 2006,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-06-21,56.09, 2006,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-07-01,53.403, 2006,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-07-11,44.011, 2006,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-07-21,25.363, 2006,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-08-01,15.853, 2006,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-08-11,8.457, 2006,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-08-21,3.108, 2006,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-09-01,0.6, 2006,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-09-11,0.218, 2006,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2208,Tillaberi,Crop Area,2006-09-21,0.14, 2006,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
